order_id,customer_id,order_date,sales_channel,city,region,payment_method,order_status,delivery_days,shipping_fee,campaign_id,promo_code,customer_rating,has_return
O00777,C0120,2026-03-29,Website,Delhi NCR,North,Credit Card,Delivered,5,0,CAMP005,UC005,4.5,0
O00778,C0321,2026-03-22,App,Bengaluru,South,UPI,Delivered,1,0,CAMP004,UC004,4.1,0
O00779,C0235,2026-03-14,App,Pune,West,Net Banking,Delivered,2,49,CAMP004,UC004,4.8,0
O00780,C0030,2026-05-19,Marketplace,Delhi NCR,North,Credit Card,Delivered,8,49,,,2.6,1
O00781,C0057,2026-04-13,App,Delhi NCR,North,UPI,Delivered,5,0,,SAVE5,4.0,0
O00782,C0049,2026-03-18,App,Bengaluru,South,Debit Card,Delivered,2,49,CAMP004,UC004,4.3,0
O00783,C0226,2026-02-21,App,Kochi,South,Cash on Delivery,Delivered,6,0,,SAVE5,4.7,0
O00784,C0262,2026-01-11,Marketplace,Mumbai,West,UPI,Delivered,5,0,,SAVE8,4.0,0
O00785,C0354,2026-01-26,Website,Hyderabad,South,UPI,Delivered,1,0,,SAVE5,5.0,0
O00786,C0491,2026-02-01,Website,Pune,West,Net Banking,Delivered,5,49,,SAVE5,4.5,0
O00787,C0426,2026-05-28,Website,Ahmedabad,West,Net Banking,Delivered,4,79,CAMP009,UC009,5.0,0
O00788,C0263,2026-03-11,App,Bengaluru,South,Debit Card,Delivered,1,0,CAMP004,UC004,5.0,0
O00789,C0265,2026-01-03,App,Kochi,South,Debit Card,Delivered,5,0,,SAVE8,4.5,0
O00790,C0131,2026-01-11,App,Ahmedabad,West,UPI,Delivered,5,0,CAMP001,UC001,5.0,0
O00791,C0435,2026-01-25,App,Delhi NCR,North,Credit Card,Delivered,6,49,CAMP002,UC002,4.6,0
O00792,C0340,2026-04-27,App,Mumbai,West,UPI,Delivered,3,0,,,4.4,0
O00793,C0391,2026-04-09,Website,Chennai,South,UPI,Cancelled,,0,CAMP005,UC005,,0
O00794,C0366,2026-04-20,App,Delhi NCR,North,Debit Card,Delivered,7,149,,,3.9,0
O00795,C0546,2026-01-28,App,Hyderabad,South,Credit Card,Delivered,3,99,CAMP002,UC002,5.0,0
O00796,C0508,2026-05-17,Website,Chennai,South,UPI,Delivered,4,0,,SAVE10,5.0,0
O00797,C0252,2026-05-10,App,Pune,West,Credit Card,Delivered,4,99,CAMP007,UC007,4.2,0
O00798,C0265,2026-01-30,Website,Kochi,South,UPI,Delivered,5,49,CAMP002,UC002,4.4,0
O00799,C0488,2026-03-10,App,Mumbai,West,Credit Card,Delivered,5,0,,SAVE5,4.3,0
O00800,C0134,2026-03-07,Marketplace,Jaipur,North,UPI,Delivered,9,0,,,3.4,0
O00801,C0090,2026-04-24,App,Chennai,South,Net Banking,Delivered,2,0,,SAVE8,4.7,0
O00802,C0134,2026-04-29,App,Jaipur,North,UPI,Delivered,5,0,,SAVE8,4.5,0
O00803,C0090,2026-03-13,Website,Chennai,South,UPI,Delivered,5,49,CAMP004,UC004,4.0,0
O00804,C0078,2026-01-08,Website,Bengaluru,South,UPI,Delivered,1,0,,SAVE10,4.5,0
O00805,C0530,2026-04-19,Website,Delhi NCR,North,Debit Card,Delivered,6,99,,,3.9,0
O00806,C0187,2026-04-02,Website,Bengaluru,South,Debit Card,Delivered,4,79,CAMP005,UC005,4.4,0
O00807,C0109,2026-01-28,App,Pune,West,Debit Card,Delivered,5,79,CAMP002,UC002,3.3,0
O00808,C0213,2026-05-03,Website,Jaipur,North,Debit Card,Delivered,7,0,,,3.1,0
O00809,C0060,2026-05-31,App,Delhi NCR,North,Credit Card,Delivered,3,0,CAMP009,UC009,5.0,0
O00810,C0401,2026-01-04,Marketplace,Pune,West,UPI,Delivered,5,0,,,4.2,0
O00811,C0358,2026-01-05,App,Ahmedabad,West,UPI,Delivered,5,0,CAMP001,UC001,3.9,0
O00812,C0530,2026-03-12,App,Delhi NCR,North,Credit Card,Delivered,4,0,,,4.5,0
O00813,C0366,2026-04-06,Marketplace,Delhi NCR,North,UPI,Delivered,6,49,CAMP005,UC005,4.1,0
O00814,C0398,2026-04-03,Website,Kochi,South,Cash on Delivery,Delivered,5,0,,SAVE5,4.2,0
O00815,C0101,2026-04-04,Website,Hyderabad,South,Cash on Delivery,Delivered,5,0,,SAVE5,4.6,0
O00816,C0026,2026-04-19,App,Chennai,South,UPI,Delivered,2,0,,,4.5,0
O00817,C0269,2026-04-18,Website,Hyderabad,South,Debit Card,Delivered,6,79,,,4.1,0
O00818,C0522,2026-04-17,Marketplace,Pune,West,UPI,Delivered,7,0,,SAVE5,4.1,0
O00819,C0391,2026-03-17,Website,Chennai,South,Credit Card,Delivered,6,0,,SAVE8,4.2,0
O00820,C0160,2026-01-23,App,Mumbai,West,Credit Card,Delivered,3,0,CAMP002,UC002,4.9,0
O00821,C0432,2026-03-17,Website,Mumbai,West,Credit Card,Delivered,4,0,,SAVE10,4.2,0
O00822,C0101,2026-01-05,App,Hyderabad,South,UPI,Delivered,3,0,CAMP001,UC001,4.9,0
O00823,C0265,2026-01-17,App,Kochi,South,Debit Card,Delivered,7,79,CAMP001,UC001,4.0,0
O00824,C0045,2026-05-27,App,Hyderabad,South,Credit Card,Delivered,4,0,CAMP009,UC009,3.9,0
O00825,C0106,2026-01-10,App,Bengaluru,South,UPI,Delivered,3,0,,SAVE8,4.7,0
O00826,C0353,2026-04-27,Website,Jaipur,North,Credit Card,Delivered,7,0,CAMP006,UC006,4.2,0
O00827,C0110,2026-05-25,Website,Hyderabad,South,Credit Card,Delivered,5,0,CAMP009,UC009,4.2,0
O00828,C0416,2026-03-22,Marketplace,Mumbai,West,UPI,Delivered,6,0,CAMP004,UC004,4.0,0
O00829,C0303,2026-01-20,Marketplace,Jaipur,North,Debit Card,Cancelled,,0,,SAVE8,,0
O00830,C0490,2026-03-20,Marketplace,Mumbai,West,Debit Card,Delivered,5,0,,,4.3,0
O00831,C0248,2026-01-31,App,Delhi NCR,North,UPI,Delivered,7,0,CAMP002,UC002,3.1,0
O00832,C0424,2026-02-03,App,Delhi NCR,North,Net Banking,Delivered,3,0,,,4.5,0
O00833,C0073,2026-05-02,Website,Ahmedabad,West,Credit Card,Delivered,6,79,,SAVE8,3.2,0
O00834,C0158,2026-05-01,Website,Kochi,South,UPI,Delivered,4,99,,,4.9,0
O00835,C0303,2026-01-06,App,Jaipur,North,Cash on Delivery,Delivered,5,0,CAMP001,UC001,4.5,0
O00836,C0366,2026-04-25,App,Delhi NCR,North,Net Banking,Delivered,5,49,,SAVE5,4.3,0
O00837,C0205,2026-04-30,Website,Bengaluru,South,Cash on Delivery,Delivered,2,99,CAMP006,UC006,4.7,0
O00838,C0423,2026-02-12,Website,Pune,West,Cash on Delivery,Delivered,5,49,CAMP003,UC003,4.3,0
O00839,C0391,2026-03-02,App,Chennai,South,Credit Card,Delivered,6,79,,,3.4,1
O00840,C0470,2026-04-21,Website,Ahmedabad,West,UPI,Delivered,6,0,,,3.5,0
O00841,C0001,2026-05-13,App,Delhi NCR,North,Cash on Delivery,Delivered,3,99,,,4.2,1
O00842,C0435,2026-03-12,App,Delhi NCR,North,Net Banking,Delivered,7,0,CAMP004,UC004,4.3,0
O00843,C0009,2026-03-27,Website,Delhi NCR,North,Debit Card,Delivered,6,0,CAMP008,UC008,4.6,0
O00844,C0337,2026-02-03,Website,Pune,West,Credit Card,Delivered,3,0,,,4.4,0
O00845,C0345,2026-05-27,Website,Pune,West,UPI,Delivered,3,0,CAMP009,UC009,4.8,0
O00846,C0031,2026-01-27,Marketplace,Mumbai,West,UPI,Delivered,7,0,CAMP002,UC002,3.8,0
O00847,C0061,2026-02-20,Website,Pune,West,Debit Card,Delivered,3,0,,,5.0,0
O00848,C0157,2026-02-24,Website,Chennai,South,Debit Card,Delivered,6,79,,,4.0,0
O00849,C0462,2026-03-08,Website,Pune,West,UPI,Delivered,6,0,,,4.5,0
O00850,C0209,2026-01-30,Website,Bengaluru,South,Net Banking,Delivered,3,0,,,5.0,0
O00851,C0099,2026-05-19,Marketplace,Chennai,South,UPI,Delivered,5,0,,,4.9,0
O00852,C0080,2026-05-09,App,Pune,West,UPI,Delivered,4,0,,,4.3,0
O00853,C0265,2026-03-19,Marketplace,Kochi,South,Credit Card,Delivered,7,99,,,2.6,1
O00854,C0090,2026-05-03,Marketplace,Chennai,South,Credit Card,Delivered,7,0,,,2.9,0
O00855,C0515,2026-03-08,App,Pune,West,Debit Card,Delivered,5,79,CAMP004,UC004,4.3,0
O00856,C0235,2026-01-17,Website,Pune,West,Credit Card,Delivered,2,0,,,4.1,1
O00857,C0310,2026-02-02,Website,Kochi,South,Credit Card,Delivered,4,0,,,4.4,0
O00858,C0303,2026-04-05,App,Jaipur,North,Credit Card,Delivered,7,0,CAMP005,UC005,4.5,0
O00859,C0337,2026-02-27,Marketplace,Pune,West,Cash on Delivery,Delivered,3,0,,,4.6,0
O00860,C0144,2026-03-27,Website,Mumbai,West,UPI,Delivered,4,0,,,4.9,0
O00861,C0042,2026-03-21,Marketplace,Bengaluru,South,UPI,Delivered,4,0,,,5.0,0
O00862,C0204,2026-01-24,App,Mumbai,West,UPI,Delivered,3,0,,,4.7,0
O00863,C0532,2026-03-05,Website,Delhi NCR,North,Net Banking,Delivered,6,0,,SAVE8,3.7,0
O00864,C0246,2026-05-25,App,Delhi NCR,North,UPI,Delivered,6,0,CAMP009,UC009,4.0,0
O00865,C0093,2026-05-29,Website,Chennai,South,Net Banking,Delivered,4,0,,,4.8,0
O00866,C0235,2026-01-10,App,Pune,West,UPI,Delivered,4,49,CAMP001,UC001,5.0,0
O00867,C0500,2026-02-09,Website,Bengaluru,South,UPI,Delivered,4,0,CAMP003,UC003,4.0,0
O00868,C0208,2026-01-26,App,Mumbai,West,Credit Card,Delivered,4,0,CAMP002,UC002,3.1,1
O00869,C0435,2026-04-16,Marketplace,Delhi NCR,North,Credit Card,Delivered,6,79,,,3.8,0
O00870,C0444,2026-05-11,Website,Mumbai,West,UPI,Delivered,4,99,,,4.4,0
O00871,C0056,2026-05-25,Website,Delhi NCR,North,Cash on Delivery,Delivered,8,99,,,3.6,0
O00872,C0472,2026-03-27,Website,Delhi NCR,North,UPI,Delivered,5,0,CAMP005,UC005,4.3,0
O00873,C0087,2026-03-13,Marketplace,Hyderabad,South,Credit Card,Delivered,4,0,CAMP004,UC004,4.0,0
O00874,C0194,2026-04-20,Website,Hyderabad,South,Net Banking,Delivered,5,0,,SAVE10,4.0,0
O00875,C0537,2026-02-08,Website,Kochi,South,Credit Card,Delivered,6,79,CAMP003,UC003,3.6,0
O00876,C0060,2026-03-18,Website,Delhi NCR,North,Debit Card,Delivered,8,0,CAMP004,UC004,3.8,0
O00877,C0061,2026-01-26,Website,Pune,West,UPI,Delivered,4,79,CAMP002,UC002,4.6,0
O00878,C0181,2026-03-18,Marketplace,Chennai,South,Debit Card,Delivered,4,0,,,4.2,0
O00879,C0112,2026-03-05,Marketplace,Bengaluru,South,Cash on Delivery,Delivered,3,0,CAMP004,UC004,4.4,1
O00880,C0258,2026-02-21,Website,Bengaluru,South,UPI,Delivered,4,0,,SAVE5,4.4,0
O00881,C0530,2026-02-20,App,Delhi NCR,North,UPI,Delivered,6,0,,,4.2,0
O00882,C0269,2026-03-20,Website,Hyderabad,South,Net Banking,Delivered,5,0,CAMP004,UC004,3.5,0
O00883,C0128,2026-04-14,Website,Kochi,South,Net Banking,Delivered,5,0,,SAVE5,3.5,0
O00884,C0545,2026-03-17,Website,Bengaluru,South,Debit Card,Delivered,3,79,CAMP004,UC004,4.7,0
O00885,C0265,2026-04-09,Marketplace,Kochi,South,UPI,Delivered,7,0,,SAVE8,3.7,0
O00886,C0203,2026-01-29,Website,Pune,West,Credit Card,Delivered,4,99,CAMP002,UC002,5.0,0
O00887,C0195,2026-04-11,Marketplace,Bengaluru,South,UPI,Delivered,5,49,,SAVE8,3.9,0
O00888,C0177,2026-01-31,Marketplace,Bengaluru,South,UPI,Delivered,4,0,,SAVE5,4.7,0
O00889,C0304,2026-01-24,App,Delhi NCR,North,Credit Card,Delivered,4,0,CAMP002,UC002,4.1,0
O00890,C0374,2026-03-22,Website,Pune,West,Net Banking,Delivered,4,0,CAMP004,UC004,4.6,0
O00891,C0458,2026-05-17,Website,Bengaluru,South,Debit Card,Delivered,3,0,CAMP009,UC009,4.6,0
O00892,C0057,2026-05-09,Website,Delhi NCR,North,Net Banking,Delivered,7,49,CAMP007,UC007,3.0,1
O00893,C0404,2026-02-26,Website,Chennai,South,Credit Card,Delivered,4,0,,,3.4,1
O00894,C0543,2026-01-03,App,Mumbai,West,Debit Card,Delivered,4,79,,,4.7,0
O00895,C0230,2026-04-08,Marketplace,Mumbai,West,Net Banking,Delivered,5,79,CAMP005,UC005,4.5,0
O00896,C0522,2026-03-08,Marketplace,Pune,West,Debit Card,Cancelled,,0,CAMP004,UC004,,0
O00897,C0084,2026-03-05,App,Hyderabad,South,Cash on Delivery,Delivered,6,0,,SAVE10,3.6,0
O00898,C0198,2026-04-20,App,Kochi,South,Cash on Delivery,Delivered,6,99,,,4.2,0
O00899,C0243,2026-02-06,App,Chennai,South,Credit Card,Delivered,4,79,,SAVE5,4.3,0
O00900,C0120,2026-04-16,App,Delhi NCR,North,UPI,Delivered,8,149,,SAVE5,3.5,0
O00901,C0336,2026-04-24,App,Bengaluru,South,Credit Card,Delivered,2,49,,,4.5,0
O00902,C0367,2026-04-19,Website,Mumbai,West,Cash on Delivery,Delivered,4,0,,,4.0,0
O00903,C0128,2026-05-10,Website,Kochi,South,UPI,Delivered,7,79,,,3.8,0
O00904,C0462,2026-02-16,App,Pune,West,Credit Card,Delivered,1,99,,SAVE5,4.9,0
O00905,C0501,2026-01-05,Marketplace,Chennai,South,Debit Card,Delivered,5,79,,,3.9,0
O00906,C0530,2026-04-08,Website,Delhi NCR,North,UPI,Delivered,6,0,,,4.1,0
O00907,C0520,2026-03-28,Marketplace,Mumbai,West,Credit Card,Delivered,5,0,CAMP005,UC005,2.8,1
O00908,C0091,2026-01-25,App,Bengaluru,South,Debit Card,Delivered,1,79,,SAVE8,4.6,0
O00909,C0456,2026-03-22,Website,Bengaluru,South,Credit Card,Delivered,3,0,,SAVE8,4.5,0
O00910,C0362,2026-05-18,App,Chennai,South,Cash on Delivery,Delivered,5,0,CAMP009,UC009,4.6,0
O00911,C0055,2026-03-15,Website,Hyderabad,South,UPI,Delivered,6,149,,SAVE8,3.8,0
O00912,C0437,2026-04-20,Marketplace,Bengaluru,South,UPI,Delivered,4,49,,,3.8,0
O00913,C0060,2026-03-06,Marketplace,Delhi NCR,North,UPI,Delivered,6,79,CAMP004,UC004,3.8,0
O00914,C0295,2026-03-27,App,Ahmedabad,West,Debit Card,Delivered,6,0,CAMP005,UC005,3.9,0
O00915,C0069,2026-03-16,App,Hyderabad,South,UPI,Delivered,5,0,,,4.3,0
O00916,C0064,2026-03-10,Marketplace,Kochi,South,UPI,Delivered,7,0,,SAVE5,3.4,0
O00917,C0311,2026-01-31,Website,Mumbai,West,Debit Card,Delivered,3,0,,SAVE5,4.7,0
O00918,C0003,2026-01-05,Website,Chennai,South,Cash on Delivery,Delivered,5,0,CAMP001,UC001,4.4,0
O00919,C0249,2026-04-09,Website,Chennai,South,UPI,Delivered,2,0,CAMP005,UC005,5.0,0
O00920,C0026,2026-05-19,Website,Chennai,South,Credit Card,Delivered,4,0,CAMP009,UC009,4.9,0
O00921,C0479,2026-05-17,Website,Delhi NCR,North,Debit Card,Delivered,5,0,CAMP007,UC007,3.8,0
O00922,C0242,2026-05-17,App,Chennai,South,Debit Card,Delivered,3,0,CAMP009,UC009,4.7,0
O00923,C0338,2026-05-21,Website,Hyderabad,South,Debit Card,Delivered,3,79,CAMP009,UC009,3.7,1
O00924,C0255,2026-04-19,Website,Pune,West,UPI,Delivered,2,79,CAMP008,UC008,5.0,0
O00925,C0521,2026-02-27,Marketplace,Hyderabad,South,Cash on Delivery,Delivered,5,0,CAMP008,UC008,4.4,0
O00926,C0527,2026-05-11,Website,Mumbai,West,UPI,Delivered,3,79,CAMP007,UC007,4.4,0
O00927,C0535,2026-01-14,App,Mumbai,West,Debit Card,Delivered,6,79,CAMP001,UC001,4.3,0
O00928,C0068,2026-03-08,App,Chennai,South,UPI,Delivered,4,99,CAMP004,UC004,4.6,0
O00929,C0391,2026-02-16,App,Chennai,South,UPI,Delivered,5,79,CAMP003,UC003,3.2,1
O00930,C0407,2026-01-31,App,Hyderabad,South,Debit Card,Delivered,6,0,,,3.9,0
O00931,C0091,2026-03-10,Website,Bengaluru,South,Credit Card,Delivered,4,99,,,5.0,0
O00932,C0176,2026-03-05,App,Bengaluru,South,Net Banking,Delivered,3,0,CAMP004,UC004,5.0,0
O00933,C0218,2026-04-08,App,Chennai,South,Credit Card,Delivered,1,0,CAMP005,UC005,5.0,0
O00934,C0112,2026-03-19,Website,Bengaluru,South,Debit Card,Delivered,2,0,,SAVE8,5.0,0
O00935,C0462,2026-05-28,App,Pune,West,Credit Card,Delivered,4,0,,,4.9,0
O00936,C0285,2026-01-21,Website,Pune,West,UPI,Delivered,6,0,,SAVE5,4.2,0
O00937,C0012,2026-04-03,Marketplace,Delhi NCR,North,Credit Card,Delivered,7,0,,,3.9,0
O00938,C0252,2026-05-13,Website,Pune,West,UPI,Delivered,6,149,CAMP007,UC007,3.5,0
O00939,C0487,2026-03-18,Website,Hyderabad,South,UPI,Delivered,5,0,CAMP004,UC004,4.4,0
O00940,C0347,2026-04-29,Marketplace,Bengaluru,South,Debit Card,Delivered,4,149,,SAVE5,4.9,0
O00941,C0262,2026-03-05,App,Mumbai,West,Debit Card,Delivered,6,49,,,3.4,1
O00942,C0500,2026-04-28,App,Bengaluru,South,Debit Card,Delivered,2,49,CAMP006,UC006,3.8,1
O00943,C0326,2026-01-23,Marketplace,Mumbai,West,Credit Card,Delivered,6,0,CAMP002,UC002,3.7,0
O00944,C0303,2026-01-16,Website,Jaipur,North,Credit Card,Delivered,8,49,,SAVE5,3.3,0
O00945,C0303,2026-03-21,Marketplace,Jaipur,North,Credit Card,Delivered,9,49,,,3.3,0
O00946,C0294,2026-03-12,Marketplace,Mumbai,West,Cash on Delivery,Delivered,2,0,,,4.5,0
O00947,C0134,2026-01-25,Website,Jaipur,North,UPI,Delivered,5,0,CAMP002,UC002,3.8,0
O00948,C0545,2026-05-06,App,Bengaluru,South,Cash on Delivery,Delivered,5,99,CAMP007,UC007,4.5,0
O00949,C0462,2026-04-18,App,Pune,West,UPI,Delivered,4,0,,SAVE10,4.6,0
O00950,C0383,2026-05-16,Website,Bengaluru,South,UPI,Delivered,3,0,,,4.5,0
O00951,C0520,2026-05-24,App,Mumbai,West,Cash on Delivery,Cancelled,,0,CAMP008,UC008,,0
O00952,C0463,2026-03-22,Website,Kochi,South,Credit Card,Delivered,6,0,,,3.6,0
O00953,C0548,2026-02-24,App,Ahmedabad,West,Credit Card,Delivered,5,0,,SAVE8,3.3,1
O00954,C0101,2026-05-07,App,Hyderabad,South,Debit Card,Delivered,3,49,,,4.5,0
O00955,C0007,2026-03-20,Marketplace,Jaipur,North,Net Banking,Delivered,7,0,CAMP004,UC004,3.8,0
O00956,C0518,2026-05-18,Website,Mumbai,West,UPI,Delivered,4,0,,SAVE5,3.9,1
O00957,C0338,2026-04-05,Website,Hyderabad,South,UPI,Delivered,5,0,CAMP005,UC005,4.2,0
O00958,C0500,2026-01-26,App,Bengaluru,South,Debit Card,Cancelled,,0,CAMP002,UC002,,0
O00959,C0148,2026-05-19,App,Chennai,South,UPI,Delivered,3,0,,,4.4,0
O00960,C0158,2026-02-17,App,Kochi,South,UPI,Delivered,4,0,,SAVE5,3.9,0
O00961,C0201,2026-02-05,App,Delhi NCR,North,Net Banking,Delivered,8,0,,,3.9,0
O00962,C0066,2026-03-19,Website,Bengaluru,South,Credit Card,Delivered,2,49,,SAVE5,5.0,0
O00963,C0207,2026-05-17,Website,Chennai,South,UPI,Delivered,2,0,CAMP007,UC007,5.0,0
O00964,C0065,2026-02-13,Marketplace,Mumbai,West,Cash on Delivery,Delivered,6,49,CAMP003,UC003,3.9,0
O00965,C0001,2026-03-15,Marketplace,Delhi NCR,North,Net Banking,Delivered,7,0,,SAVE5,3.4,0
O00966,C0175,2026-04-29,App,Bengaluru,South,Credit Card,Delivered,5,0,CAMP006,UC006,3.6,0
O00967,C0099,2026-02-14,Website,Chennai,South,UPI,Delivered,5,0,,,4.1,0
O00968,C0105,2026-03-13,Website,Hyderabad,South,Cash on Delivery,Delivered,3,99,,SAVE8,4.4,0
O00969,C0158,2026-01-30,App,Kochi,South,Debit Card,Delivered,4,0,CAMP002,UC002,4.9,0
O00970,C0167,2026-05-18,Website,Kochi,South,Credit Card,Delivered,6,0,CAMP007,UC007,4.1,0
O00971,C0355,2026-04-11,Website,Ahmedabad,West,Net Banking,Delivered,4,0,,,4.4,0
O00972,C0176,2026-05-28,App,Bengaluru,South,Cash on Delivery,Delivered,1,79,,SAVE5,5.0,0
O00973,C0166,2026-03-17,App,Kochi,South,Credit Card,Delivered,6,0,,,4.8,0
O00974,C0049,2026-01-27,Website,Bengaluru,South,UPI,Delivered,4,0,,SAVE5,4.6,0
O00975,C0158,2026-04-03,Marketplace,Kochi,South,UPI,Delivered,7,79,CAMP005,UC005,3.1,0
O00976,C0209,2026-05-24,Website,Bengaluru,South,UPI,Delivered,3,49,,,4.6,0
O00977,C0198,2026-01-08,App,Kochi,South,Credit Card,Delivered,6,0,CAMP001,UC001,3.4,0
O00978,C0527,2026-04-20,Website,Mumbai,West,UPI,Delivered,3,0,,,4.6,0
O00979,C0294,2026-05-04,Marketplace,Mumbai,West,Debit Card,Delivered,4,0,,SAVE8,4.3,0
O00980,C0041,2026-05-06,Marketplace,Delhi NCR,North,Credit Card,Delivered,5,79,CAMP007,UC007,4.7,0
O00981,C0441,2026-05-23,Website,Chennai,South,Debit Card,Cancelled,,0,CAMP009,UC009,,0
O00982,C0112,2026-01-28,Website,Bengaluru,South,Debit Card,Delivered,5,0,,SAVE8,3.1,1
O00983,C0374,2026-05-03,App,Pune,West,UPI,Delivered,4,0,CAMP007,UC007,4.4,0
O00984,C0098,2026-01-29,Website,Mumbai,West,Debit Card,Delivered,4,99,,,4.2,0
O00985,C0463,2026-01-22,Website,Kochi,South,Credit Card,Delivered,5,0,,,4.1,0
O00986,C0096,2026-01-10,App,Pune,West,Debit Card,Delivered,3,0,CAMP001,UC001,5.0,0
O00987,C0164,2026-03-27,Website,Pune,West,UPI,Delivered,7,0,,,3.8,0
O00988,C0040,2026-01-01,App,Hyderabad,South,Debit Card,Delivered,4,0,,SAVE8,4.4,0
O00989,C0476,2026-03-18,Marketplace,Hyderabad,South,Credit Card,Delivered,6,0,,,4.8,0
O00990,C0074,2026-03-01,Website,Mumbai,West,UPI,Delivered,6,0,,SAVE5,4.1,0
O00991,C0265,2026-03-30,Marketplace,Kochi,South,UPI,Delivered,6,0,,SAVE5,3.6,0
O00992,C0001,2026-02-24,Website,Delhi NCR,North,UPI,Delivered,5,0,,SAVE8,4.7,0
O00993,C0012,2026-01-04,App,Delhi NCR,North,UPI,Delivered,4,49,,SAVE10,4.2,0
O00994,C0543,2026-02-05,App,Mumbai,West,Cash on Delivery,Delivered,5,0,,,4.2,0
O00995,C0398,2026-03-16,App,Kochi,South,UPI,Delivered,4,79,,,4.8,0
O00996,C0520,2026-01-03,App,Mumbai,West,UPI,Delivered,6,0,CAMP001,UC001,4.7,0
O00997,C0421,2026-05-08,Website,Mumbai,West,Debit Card,Delivered,4,99,CAMP007,UC007,4.1,0
O00998,C0194,2026-05-22,Website,Hyderabad,South,Credit Card,Delivered,3,0,,,4.8,0
O00999,C0162,2026-04-27,App,Chennai,South,Cash on Delivery,Delivered,5,0,CAMP006,UC006,3.8,0
O01000,C0426,2026-04-07,App,Ahmedabad,West,Credit Card,Delivered,6,0,CAMP005,UC005,3.9,0
O01001,C0050,2026-01-29,Website,Bengaluru,South,Cash on Delivery,Delivered,3,0,,,4.1,1
O01002,C0050,2026-03-11,App,Bengaluru,South,UPI,Delivered,4,0,,,5.0,0
O01003,C0251,2026-03-29,App,Mumbai,West,Debit Card,Delivered,3,0,,,4.3,0
O01004,C0435,2026-01-02,Website,Delhi NCR,North,Credit Card,Delivered,6,79,CAMP001,UC001,4.1,0
O01005,C0084,2026-01-23,App,Hyderabad,South,Debit Card,Delivered,4,0,CAMP002,UC002,5.0,0
O01006,C0166,2026-04-21,App,Kochi,South,Cash on Delivery,Delivered,4,0,,,4.4,0
O01007,C0392,2026-03-05,Marketplace,Kochi,South,Credit Card,Delivered,5,0,,,4.0,0
O01008,C0514,2026-01-28,App,Mumbai,West,UPI,Cancelled,,0,CAMP002,UC002,,0
O01009,C0258,2026-03-20,Website,Bengaluru,South,Net Banking,Delivered,4,0,,,4.4,0
O01010,C0518,2026-05-24,Marketplace,Mumbai,West,UPI,Delivered,6,0,CAMP009,UC009,3.5,0
O01011,C0089,2026-01-03,Marketplace,Hyderabad,South,Cash on Delivery,Delivered,5,79,,,3.8,0
O01012,C0046,2026-04-29,Website,Pune,West,Debit Card,Delivered,4,0,CAMP006,UC006,4.8,0
O01013,C0532,2026-04-10,Website,Delhi NCR,North,Credit Card,Delivered,5,0,CAMP005,UC005,4.6,0
O01014,C0290,2026-05-04,Website,Mumbai,West,UPI,Delivered,3,0,,,4.7,0
O01015,C0500,2026-01-25,App,Bengaluru,South,Credit Card,Delivered,3,79,CAMP002,UC002,4.7,0
O01016,C0162,2026-03-24,Website,Chennai,South,UPI,Delivered,2,79,,,4.6,0
O01017,C0088,2026-03-19,App,Hyderabad,South,UPI,Delivered,5,149,,,4.3,0
O01018,C0355,2026-02-01,Website,Ahmedabad,West,UPI,Delivered,7,99,,,4.1,0
O01019,C0403,2026-01-19,App,Bengaluru,South,Cash on Delivery,Delivered,1,0,CAMP001,UC001,4.7,0
O01020,C0101,2026-05-03,App,Hyderabad,South,Net Banking,Delivered,4,79,,SAVE5,4.0,1
O01021,C0456,2026-03-21,Website,Bengaluru,South,Credit Card,Delivered,2,0,,SAVE5,4.9,0
O01022,C0033,2026-01-25,App,Chennai,South,Credit Card,Delivered,4,0,CAMP002,UC002,4.5,0
O01023,C0046,2026-02-14,Marketplace,Pune,West,Credit Card,Delivered,6,99,,,3.7,0
O01024,C0419,2026-04-30,Website,Delhi NCR,North,Net Banking,Delivered,7,99,,SAVE5,3.4,1
O01025,C0065,2026-01-18,Website,Mumbai,West,UPI,Cancelled,,0,,,,0
O01026,C0151,2026-04-23,Website,Bengaluru,South,Net Banking,Delivered,3,0,,SAVE10,5.0,0
O01027,C0120,2026-01-22,App,Delhi NCR,North,Debit Card,Delivered,7,79,,SAVE10,4.1,0
O01028,C0340,2026-03-13,Marketplace,Mumbai,West,UPI,Delivered,5,0,,SAVE10,3.4,1
O01029,C0442,2026-02-01,App,Mumbai,West,UPI,Delivered,4,0,,,4.7,0
O01030,C0369,2026-05-05,App,Bengaluru,South,Debit Card,Delivered,3,149,CAMP008,UC008,4.6,0
O01031,C0049,2026-03-01,Website,Bengaluru,South,Debit Card,Delivered,3,0,,,4.0,0
O01032,C0278,2026-05-23,Website,Mumbai,West,UPI,Delivered,4,0,,,4.1,0
O01033,C0162,2026-04-02,Website,Chennai,South,Net Banking,Delivered,6,0,CAMP005,UC005,4.4,0
O01034,C0049,2026-03-22,Website,Bengaluru,South,UPI,Delivered,2,79,CAMP005,UC005,4.4,0
O01035,C0134,2026-01-26,Marketplace,Jaipur,North,UPI,Delivered,8,99,CAMP002,UC002,3.0,0
O01036,C0176,2026-04-25,App,Bengaluru,South,Credit Card,Delivered,4,0,CAMP006,UC006,5.0,0
